# ChooseHextech 套路数据（社区用户套路 data/userjson + 每英雄 1 条常规兜底）
# 生成：collect/scripts/userjson-merge.mts，2026-08-15
# 格式：英雄  套路名  海克斯推荐  装备推荐  对局技巧  作者  适用版本
英雄	套路名	海克斯推荐	装备推荐	对局技巧	作者	适用版本
锐雯	暴锐雯	珠光护手、牙仙子、渴血、暗影疾奔、升级：无尽之刃	收集者、多米尼克领主的致意、无尽之刃、狂妄、无穷饥渴	暂无		26.16
克格莫	AP迫击炮	珠光护手、杀戮时间到了、神射法师、巨人杀手、物法皆修、双刀流	黯炎火炬、魔宗、影焰、兰德里的折磨、灭世者的死亡之帽、虚空之杖、残疫	锻体：CD、法穿、法强、移速		26.16
克格莫	物法皆修大嘴	物法皆修、双刀流、神射法师、终极唤醒、踢踏舞、虚幻武器	破败王者之刃、卢安娜的飓风、鬼索的狂暴之刃、狂战士胫甲、界弓、千变者贾修、海克斯科技枪刃	锻体：攻速、物穿、法穿、移速、全能吸血		26.16
克格莫	虚幻武器大嘴	虚幻武器、尤里卡、超凡邪恶、狂热者	黄昏与黎明、大天使之杖、影焰、灭世者的死亡之帽、虚空之杖、残疫	暂无		26.16
慎	坦克-坦克流	坦克引擎、钢化你心、星界躯体、飞身踢、歌利亚巨人、尖端发明家、重量级打击手、回归基本功	心之钢、狂徒铠甲、巨型九头蛇、霸王血铠、无终恨意、振奋盔甲、千变者贾修	锻体：抗性、生命值、攻速		26.16
慎	半肉AP坦克杀手慎	回归基本功、歌利亚巨人、飞身踢、穿针引线	心之钢、黄昏与黎明、巨型九头蛇、裂隙制造者、深渊面具、虚空之杖	锻体：法强、法穿、CD、移速		26.16
拉克丝	AP核弹流	珠光护手、物理转魔法、尤里卡、虚幻武器	卢登的回声、影焰、法师之靴、风暴狂涌、灭世者的死亡之帽、虚空之杖、无尽之刃	锻体：法穿、法强、CD、移速		26.16
拉克丝	虚幻武器光辉	虚幻武器、珠光护手、魔法飞弹、尤里卡、有始有终、无限循环往复	卢登的回声、巫妖之祸、视界专注、影焰、灭世者的死亡之帽、虚空之杖	锻体：法穿、法强、CD、移速		26.16
拉克丝	cd流光辉	无限循环往复、超凡邪恶、吞噬灵魂、尤里卡、缩小引擎、魔法飞弹、珠光护手	视界专注、兰德里的折磨、星界驱驰、莫雷洛秘典、狂徒铠甲、凛冬之临	锻体：CD、法穿、法强、移速		26.16
拉克丝	爆杀流	尤里卡、珠光护手、沃格勒特的巫师帽、物理转魔法、巨人杀手	卢登的回声、影焰、灭世者的死亡之帽、虚空之杖、风暴狂涌	暂无		26.16
泽拉斯	牙仙子泽拉斯	牙仙子、终极刷新、巨人杀手、有始有终、尤里卡、狙神飞星	卢登的回声、影焰、风暴狂涌、灭世者的死亡之帽、视界专注、公理圆弧	锻体：CD、法穿、法强、移速		26.16
泽拉斯	狙神飞星流	冰寒、尤里卡、巨人杀手、珠光护手	卢登的回声、残疫、影焰、风暴狂涌、灭世者的死亡之帽、虚空之杖、瑞莱的冰晶节杖	锻体：CD、法穿、法强		26.16
泽拉斯	法爆泽拉斯	珠光护手、物理转魔法、回归基本功、玻璃大炮、巨人杀手、有始有终、尤里卡	法师之靴、卢登的回声、影焰、灭世者的死亡之帽、虚空之杖、大天使之杖	锻体：法强、法穿、CD、移速		26.16
泽拉斯	机动流泽拉斯	尤里卡、狙神飞星、超凡邪恶、家园卫士	黯炎火炬、影焰、风暴狂涌、灭世者的死亡之帽、虚空之杖、视界专注	暂无		26.16
希瓦娜	秘术冲拳战士流	秘术冲拳、坦克引擎、重量级打击手、终极唤醒	心之钢、黄昏与黎明、裂隙制造者、巨型九头蛇、死亡之舞、霸王血铠、千变者贾修、焚天	锻体：抗性、攻速、攻击力、法强、生命值、移速、全能吸血		26.16
希瓦娜	混伤战士流	歌利亚巨人、秘术冲拳、终极唤醒	海妖杀手、黄昏与黎明、死亡之舞、裂隙制造者、朔极之矛、千变者贾修	锻体：攻击力、攻速、物穿、CD、移速、全能吸血		26.16
希瓦娜	终极唤醒AP龙女	终极唤醒、面包和奶酪、魔法飞弹、老练狙神、秘术冲拳	黄昏与黎明、影焰、风暴狂涌、虚空之杖、灭世者的死亡之帽、法师之靴、兰德里的折磨、裂隙制造者	锻体：CD、法强、法穿、移速		26.16
阿狸	法爆狐狸	珠光护手、物理转魔法、巨人杀手、超凡邪恶、缩小引擎、尤里卡、超强大脑	卢登的回声、风暴狂涌、影焰、灭世者的死亡之帽、虚空之杖、无尽之刃、法师之靴	锻体：CD、法穿、法强、移速		26.16
阿狸	尤里卡全对搭配	尤里卡、超凡邪恶、超强大脑、术士果汁盒	时光之杖、灭世者的死亡之帽、黯炎火炬、影焰、虚空之杖、卢登的回声	暂无		26.16
菲兹	秘术冲拳无限Q小鱼人	秘术冲拳、无限循环往复、尤里卡、循环往复、面包和黄油、缩小引擎、唯快不破、冰寒	黄昏与黎明、纳什之牙、魔宗、灭世者的死亡之帽、虚空之杖、裂隙制造者	锻体：CD、法穿、全能吸血、法强		26.16
菲兹	连拔击锤W特效叠加流	连拨击锤、尤里卡、飞身踢	巫妖之祸、影焰、风暴狂涌、灭世者的死亡之帽、纳什之牙、虚空之杖	锻体：法穿、法强、CD、移速、全能吸血		26.16
菲兹	唯快不破爆发流	唯快不破、冰寒、尤里卡	风暴狂涌、巫妖之祸、影焰、灭世者的死亡之帽、虚空之杖、中娅沙漏	锻体：CD、法穿、法强、移速		26.16
菲兹	极致爆发AP流	尤里卡、沃格勒特的巫师帽、连拨击锤、飞身踢	巫妖之祸、影焰、法师之靴、虚空之杖、灭世者的死亡之帽、中娅沙漏	暂无		26.16
菲兹	坦克粘人流	钢化你心、坦克引擎、歌利亚巨人、重量级打击手、飞身踢、缩小引擎、炼狱导管	无终恨意、狂徒铠甲、裂隙制造者、振奋盔甲	暂无		26.16
菲兹	飞身踢鱼人	飞身踢、缩小引擎、炼狱导管、连拨击锤	心之钢、狂徒铠甲、水银之靴、荆棘之甲、巫妖之祸、裂隙制造者	暂无		26.16
菲兹	炼狱导管鱼人	炼狱导管、物法皆修	斯塔缇克电刃、时光之杖、兰德里的折磨、影焰、虚空之杖、灭世者的死亡之帽	暂无		26.16
沃利贝尔	蛋白粉狗熊	蛋白粉奶昔、会心治疗、歌利亚巨人、坦克引擎、科学狂人、急救用具、物法皆修、秘术冲拳	心之钢、无终恨意、千变者贾修、纳沃利烁刃、时光之杖、振奋盔甲、裂隙制造者、自然之力、兰顿之兆	锻体：抗性、全能吸血、CD、法强、攻速		26.16
沃利贝尔	物法皆修狗熊	物法皆修、钢化你心、穿针引线、虚幻武器、秘术冲拳、连拨击锤	心之钢、斯塔缇克电刃、裂隙制造者、纳沃利烁刃、振奋盔甲、海克斯科技枪刃、千变者贾修、黄昏与黎明	锻体：全能吸血、攻击力、法强、抗性、CD		26.16
沃利贝尔	秘术冲拳狗熊	秘术冲拳、钢化你心、坦克引擎、更万用的瞄准镜	心之钢、黄昏与黎明、时光之杖、纳沃利烁刃、千变者贾修、兰顿之兆、自然之力	锻体：全能吸血、法强、CD、移速		26.16
沃利贝尔	连拔击锤不死特效流	连拨击锤、秘术冲拳、更万用的瞄准镜、终极不可阻挡、物法皆修	心之钢、斯塔缇克电刃、黄昏与黎明、纳什之牙、裂隙制造者、振奋盔甲	暂无		26.16
沃利贝尔	连拔击锤电刀	连拨击锤、秘术冲拳	斯塔缇克电刃、黄昏与黎明、裂隙制造者、影焰、灭世者的死亡之帽、虚空之杖	暂无		26.16
沃利贝尔	熊大	秘术冲拳、连拨击锤	心之钢、斯塔缇克电刃、无终恨意、黄昏与黎明、振奋盔甲、裂隙制造者	暂无		26.16
沃利贝尔	熊天帝	更万用的瞄准镜、会心治疗、物法皆修、吸血习性、秘术冲拳	斯塔缇克电刃、黄昏与黎明、裂隙制造者、影焰、纳什之牙、星界驱驰	暂无		26.16
雷恩加尔	双重打击蛋白粉无限回血流	双重打击、蛋白粉奶昔、回归基本功、会心治疗、钢化你心、俯冲轰炸、升级：无尽之刃	心之钢、振奋盔甲、狂徒铠甲、千变者贾修、水银之靴、巨型九头蛇、兰顿之兆	锻体：CD、攻速、物穿、攻击力		26.16
雷恩加尔	蛋白粉狮子狗	蛋白粉奶昔、回归基本功、会心治疗、急救用具、升级：无尽之刃	心之钢、无终恨意、巨型九头蛇、振奋盔甲、千变者贾修、霸王血铠	锻体：CD、治疗强度、抗性、生命值		26.16
雷恩加尔	穿甲自爆狮子狗	俯冲轰炸、升级：无尽之刃、双重打击、蛋白粉奶昔、回归基本功	狂妄、收集者、无尽之刃、多米尼克领主的致意、亵渎九头蛇、电震涡流剑、无穷饥渴	锻体：物穿、攻击力、CD、移速、全能吸血		26.16
诺提勒斯	蛋白粉巨像泰坦	蛋白粉奶昔、巨像的勇气、吞噬灵魂、钢化你心、坦克引擎、飞身踢、重量级打击手、尖端发明家、星界躯体、会心治疗、歌利亚巨人	心之钢、凛冬之临、无终恨意、振奋盔甲、千变者贾修、狂徒铠甲、死亡之舞、败魔	锻体：抗性、CD、生命值		26.16
维克托	法爆维克托	珠光护手、易损、魔法飞弹	卢登的回声、风暴狂涌、影焰、法师之靴、灭世者的死亡之帽、虚空之杖、兰德里的折磨、星界驱驰	锻体：CD、法穿、法强、移速		26.16
维克托	乱射	超负荷、三重射击、大法师、威能之追求、珠光护手	巫妖之祸、影焰、黯炎火炬、灭世者的死亡之帽、兰德里的折磨、残疫	暂无		26.16
瑟庄妮	坦克流	坦克引擎、钢化你心、飞身踢、歌利亚巨人、尖端发明家、重量级打击手、珠光护手	心之钢、狂徒铠甲、无终恨意、凛冬之临、振奋盔甲、千变者贾修、璀璨回响	锻体：抗性、生命值、CD、治疗强度		26.16
瑟庄妮	AP猪妹	珠光护手、尤里卡、溢流	残疫、风暴狂涌、影焰、法师之靴、灭世者的死亡之帽、虚空之杖	锻体：法强、法穿、CD、移速		26.16
吉格斯	超负荷E无限雷区	超负荷、无限循环往复、回归基本功、尤里卡	黯炎火炬、兰德里的折磨、大天使之杖、影焰、视界专注、蜕生	锻体：CD、法强、法穿、移速		26.16
吉格斯	易损灼烧流	易损、珠光护手、由暴生急、侵蚀、无限循环往复、缩小引擎	黯炎火炬、兰德里的折磨、放血者的诅咒、影焰、灭世者的死亡之帽、毁坏仪式、无尽之刃	锻体：CD、法穿、法强、移速		26.16
吉格斯	无限火力炸弹人	无限循环往复、缩小引擎、尤里卡、循环往复、超负荷、回归基本功	卢登的回声、法师之靴、影焰、灭世者的死亡之帽、大天使之杖、蜕生、星界驱驰、黯炎火炬、视界专注、兰德里的折磨	锻体：CD、法强、法穿、移速		26.16
德莱文	回归基本功一刀流	回归基本功、升级：无尽之刃、亮出你的剑、旋转至胜、大力、巨人杀手、珠光护手	收集者、无尽之刃、多米尼克领主的致意、夺萃之镰、海克斯镜片 C44、饮血剑	锻体：全能吸血、攻击力、物穿、移速		26.16
德莱文	法爆大招流德莱文	珠光护手、巨人杀手、大力、旋转至胜、升级：无尽之刃	收集者、无尽之刃、多米尼克领主的致意、公理圆弧、猎魔人弩箭、饮血剑、海克斯镜片 C44	锻体：CD、攻击力、物穿、全能吸血、移速		26.16
德莱文	亮剑德莱文	亮出你的剑、升级：无尽之刃、更万用的瞄准镜、巨人杀手、灵魂虹吸、大力、旋转至胜、珠光护手	狂妄、收集者、无尽之刃、多米尼克领主的致意、死亡之舞、饮血剑、海克斯镜片 C44	锻体：全能吸血、攻击力、物穿、移速、治疗强度		26.16
德莱文	爆杀流德莱文	升级：无尽之刃、升级：收集者、旋转至胜、巨人杀手、灵魂虹吸、大力、珠光护手	收集者、无尽之刃、多米尼克领主的致意、海克斯镜片 C44、饮血剑、幽梦之灵	锻体：全能吸血、攻击力、物穿、攻速、移速		26.16
德莱文	一刀流	珠光护手、亮出你的剑、升级：无尽之刃、升级：收集者	无尽之刃、收集者、狂妄、夺萃之镰、水银弯刀	暂无		26.16
卡兹克	走地螳螂	缩小引擎、巨人杀手、最终形态、罪恶快感	狂妄、幽梦之灵、公理圆弧、电震涡流剑、亵渎九头蛇、凡性的提醒	锻体：物穿、攻击力、移速、CD、全能吸血		26.16
卡兹克	法爆螳螂	珠光护手、升级：无尽之刃、回归基本功、巨人杀手、大法师	狂妄、收集者、无尽之刃、多米尼克领主的致意、魔宗、无穷饥渴、死亡之舞	锻体：物穿、攻击力、CD、移速、全能吸血		26.16
卡兹克	大法师无限飞天螳螂	大法师、无限循环往复、循环往复、回归基本功、巨人杀手	狂妄、魔宗、电震涡流剑、死亡之舞、赛瑞尔达的怨恨、亵渎九头蛇、万世催化石	锻体：CD、物穿、攻击力、移速、全能吸血		26.16
丽桑卓	法爆冰女	珠光护手、物理转魔法、巨人杀手、残忍	残疫、法师之靴、影焰、灭世者的死亡之帽、中娅沙漏、虚空之杖、兰德里的折磨、无尽之刃	锻体：法穿、法强、CD、移速		26.16
丽桑卓	残忍冰女	残忍、尤里卡、珠光护手、沃格勒特的巫师帽、物理转魔法	法师之靴、残疫、中娅沙漏、影焰、灭世者的死亡之帽、虚空之杖	锻体：CD、法穿、法强、移速		26.16
黛安娜	蛋白粉皎月	蛋白粉奶昔、星界躯体、面包和果酱	心之钢、无终恨意、败魔、千变者贾修、振奋盔甲、自然之力、荆棘之甲、裂隙制造者	锻体：治疗强度、CD、法穿、法强、攻速		26.16
黛安娜	月下无限连爆发流	纯粹主义者 - 术师	纳什之牙、巫妖之祸、影焰、灭世者的死亡之帽、虚空之杖、中娅沙漏	锻体：法强、法穿、CD、移速、全能吸血		26.16
黛安娜	半肉法坦流	虚幻武器	心之钢、黄昏与黎明、裂隙制造者、无终恨意、千变者贾修、狂徒铠甲	锻体：CD、生命值、抗性、移速		26.16
奎因	基本功奎因	回归基本功、升级：无尽之刃、巨人杀手、牙仙子	收集者、无尽之刃、多米尼克领主的致意、狂战士胫甲、海克斯镜片 C44、饮血剑、纳沃利烁刃	锻体：物穿、攻击力、攻速、CD、移速、全能吸血		26.16
奎因	爆穿流	升级：无尽之刃、升级：收集者、巨人杀手、牙仙子、暴击飞弹	收集者、无尽之刃、多米尼克领主的致意、狂战士胫甲、电震涡流剑、夜之锋刃、幽梦之灵、海克斯镜片 C44	锻体：攻击力、物穿、CD、移速、全能吸血		26.16
奎因	手动万剑归宗	暴击飞弹、双生火焰、魔法飞弹、双刀流	育恩塔尔荒野箭、无尽之刃、破败王者之刃、海妖杀手、狂战士胫甲、幻影之舞	暂无		26.16
奎因	平a被动有点痛	双刀流、巨人杀手、双发快射	斯塔缇克电刃、破败王者之刃、无尽之刃、多米尼克领主的致意、电震涡流剑、巨蛇之牙	暂无		26.16
辛德拉	法爆辛德拉	珠光护手、易损、魔法飞弹、物理转魔法、大法师	法师之靴、卢登的回声、风暴狂涌、影焰、灭世者的死亡之帽、虚空之杖、无尽之刃	锻体：CD、法穿、法强、移速		26.16
辛德拉	扇巴掌辛德拉	扇巴掌、叠角龙、吞噬灵魂、无限循环往复、缩小引擎、尤里卡、循环往复	影焰、卢登的回声、法师之靴、灭世者的死亡之帽、黯炎火炬、虚空之杖、兰德里的折磨、蜕生	锻体：CD、法穿、法强、移速		26.16
辛德拉	残忍爆发流	残忍、大法师	卢登的回声、影焰、风暴狂涌、灭世者的死亡之帽、虚空之杖、法师之靴	锻体：CD、法穿、法强、移速、全能吸血		26.16
辛德拉	正常玩法	大法师、无限循环往复、升级：中娅、循环往复	黯炎火炬、影焰、灭世者的死亡之帽、虚空之杖、女妖面纱、中娅沙漏	暂无		26.16
凯隐	牙仙子凯隐	牙仙子、最终形态、全凭身法、旋转至胜	狂妄、公理圆弧、死亡之舞、暴食胫甲、朔极之矛、无穷饥渴	锻体：全能吸血、攻击力、CD、物穿、移速		26.16
凯隐	法爆凯隐	珠光护手、升级：无尽之刃、全凭身法、终极唤醒	狂妄、收集者、无尽之刃、多米尼克领主的致意、死亡之舞、水银之靴	锻体：物穿、攻击力、全能吸血、移速、CD		26.16
凯隐	穿甲凯隐	全凭身法、缩小引擎、无限循环往复、暗影疾奔、旋转至胜、秘术冲拳	狂妄、公理圆弧、死亡之舞、多米尼克领主的致意、电震涡流剑、朔极之矛、无穷饥渴	锻体：物穿、攻击力、全能吸血、CD、移速		26.16
凯隐	无限旋转流凯隐	旋转至胜、全凭身法、秘术冲拳、无尽大杀四方	狂妄、死亡之舞、公理圆弧、无穷饥渴、贪欲九头蛇、夜之锋刃	暂无		26.16
凯隐	彩色海克斯推荐	珠光护手、全凭身法、终极唤醒、巨人杀手	狂妄、赛瑞尔达的怨恨、公理圆弧、暴食胫甲、朔极之矛、死亡之舞	暂无		26.16
佐伊	基本功佐伊	回归基本功	卢登的回声、影焰、灭世者的死亡之帽、法师之靴、海克斯科技枪刃、虚空之杖	锻体：法穿、法强、CD、移速		26.16
佐伊	雪球流佐伊	史上最大雪球、升级：无尽之刃、神圣雪球、下雪天、回归基本功	法师之靴、风暴狂涌、影焰、灭世者的死亡之帽、虚空之杖、黯炎火炬、海克斯科技枪刃	锻体：法穿、法强、CD、移速		26.16
婕拉	扇巴掌婕拉	扇巴掌、叠角龙、超凡邪恶、缩小引擎、炼狱导管	黯炎火炬、兰德里的折磨、瑞莱的冰晶节杖、影焰、灭世者的死亡之帽、虚空之杖、残疫	锻体：CD、法穿、法强、移速		26.16
婕拉	虚幻武器特效流婕拉	虚幻武器、易损、双刀流	兰德里的折磨、破败王者之刃、瑞莱的冰晶节杖、界弓、黯炎火炬、海克斯科技枪刃	锻体：CD、物穿、法穿、法强、移速		26.16
卡莎	物法双修卡莎	物法皆修、活力焕发、狂热者、神射法师、秘术冲拳	斯塔缇克电刃、鬼索的狂暴之刃、界弓、影焰、灭世者的死亡之帽、海克斯科技枪刃、卢安娜的飓风、魔宗、纳什之牙	锻体：攻速、法穿、物穿、移速、全能吸血		26.16
卡莎	秘术冲拳无限Q	秘术冲拳、虚幻武器	卢安娜的飓风、鬼索的狂暴之刃、黄昏与黎明、收集者、魔宗、狂战士胫甲	锻体：攻速、物穿、法穿、CD、移速、全能吸血		26.16
卡莎	虚幻武器引爆流AP卡莎	虚幻武器、物理转魔法、沃格勒特的巫师帽、珠光护手	黄昏与黎明、影焰、虚空之杖、卢登的回声、纳什之牙、灭世者的死亡之帽	锻体：法穿、CD、法强、移速		26.16
萨勒芬妮	狙神飞星流	狙神飞星、无限循环往复、尤里卡、牙仙子	黯炎火炬、瑞莱的冰晶节杖、兰德里的折磨、影焰、蜕生、灭世者的死亡之帽	锻体：CD、法穿、法强、移速、全能吸血		26.16
萨勒芬妮	残忍酸辣粉	残忍、扇巴掌、缩小引擎、超凡邪恶、无限循环往复、循环往复、狙神飞星	瑞莱的冰晶节杖、黯炎火炬、兰德里的折磨、影焰、灭世者的死亡之帽、虚空之杖	锻体：CD、法穿、法强、移速		26.16
萨勒芬妮	扇巴掌叠层流	扇巴掌、循环往复、超凡邪恶、无限循环往复、缩小引擎、仁慈打击	黯炎火炬、瑞莱的冰晶节杖、明朗之靴、灭世者的死亡之帽、大天使之杖、星界驱驰、凛冬之临	锻体：CD、法穿、法强、移速		26.16
萨勒芬妮	仁慈打击	蛋白粉奶昔、仁慈打击、升级：无尽之刃、狙神飞星	荆棘之甲、冰霜之心、千变者贾修、自然之力、兰顿之兆、花晓之剑	暂无		26.16
萨勒芬妮	流星雨PH	狙神飞星、无限循环往复、术士果汁盒、魔法飞弹	黯炎火炬、兰德里的折磨、影焰、蜕生、灭世者的死亡之帽、暴食胫甲	暂无		26.16
萨勒芬妮	均衡出装	尤里卡、珠光护手、炼狱导管、狙神飞星	残疫、瑞莱的冰晶节杖、兰德里的折磨、蜕生、灭世者的死亡之帽、莫雷洛秘典	暂无		26.16
扎克	秘术冲拳+虚幻武器无限W	虚幻武器、秘术冲拳	心之钢、振奋盔甲、无终恨意、兰顿之兆、败魔、狂徒铠甲	锻体：CD、法穿、生命值、移速、治疗强度		26.16
扎克	肩上恶魔扎克	急救用具、会心治疗	瑞莱的冰晶节杖、日炎圣盾、铁板靴、振奋盔甲、裂隙制造者、千变者贾修	锻体：治疗强度、移速、CD		26.16
扎克	死亡之环蛋白粉扎克	死亡之环、蛋白粉奶昔、急救用具、坦克引擎	心之钢、狂徒铠甲、千变者贾修、振奋盔甲、无终恨意、深渊面具	锻体：治疗强度、CD、法穿、抗性、生命值		26.16
扎克	蛋白粉极速回复流	蛋白粉奶昔、会心治疗	无终恨意、千变者贾修、狂徒铠甲、振奋盔甲、兰顿之兆、自然之力	锻体：治疗强度、CD、抗性、生命值、移速		26.16
维克兹	无限火力大眼	炼狱导管、无限循环往复、循环往复、缩小引擎、珠光护手	残疫、影焰、黯炎火炬、兰德里的折磨、视界专注、蜕生、星界驱驰、裂隙制造者、放血者的诅咒	锻体：CD、法穿、法强、移速		26.16
塔莉垭	法爆流	珠光护手、物理转魔法、炼狱导管、尤里卡	法师之靴、卢登的回声、风暴狂涌、影焰、灭世者的死亡之帽、虚空之杖、无尽之刃、海克斯镜片 C44	锻体：法穿、CD、法强、移速		26.16
塔莉垭	极致CD流岩雀	炼狱导管、尤里卡、缩小引擎、无限循环往复	法师之靴、黯炎火炬、兰德里的折磨、风暴狂涌、影焰、灭世者的死亡之帽	锻体：CD、法穿、法强、移速		26.16
阿克尚	易损法爆大招秒人流	珠光护手、易损、升级：无尽之刃、巨人杀手	收集者、无尽之刃、多米尼克领主的致意、公理圆弧、海克斯镜片 C44、饮血剑、育恩塔尔荒野箭	锻体：CD、物穿、攻击力、攻速、全能吸血、移速		26.16
阿克尚	特效流	双刀流、灵巧、巨人杀手、升级：无尽之刃	收集者、破败王者之刃、鬼索的狂暴之刃、界弓、饮血剑、败魔、兰顿之兆	锻体：攻速、物穿、攻击力、全能吸血、移速		26.16
阿克尚	暴击流	升级：无尽之刃、双发快射、升级：收集者、灵魂虹吸、双刀流、巨人杀手	收集者、破败王者之刃、无尽之刃、多米尼克领主的致意、饮血剑、育恩塔尔荒野箭、不朽盾弓	锻体：物穿、攻击力、攻速、全能吸血、移速		26.16
卑尔维斯	叠角龙极致攻速流	叠角龙、钢化你心、缩小引擎、坦克引擎	心之钢、鬼索的狂暴之刃、狂徒铠甲、破败王者之刃、千变者贾修、振奋盔甲	锻体：抗性、全能吸血、物穿、移速		26.16
卑尔维斯	秘术冲拳颚勺流	秘术冲拳、吸血习性、虚幻武器、双发快射	无穷饥渴、贪欲九头蛇、死亡之舞、破败王者之刃、朔极之矛、界弓	锻体：CD、物穿、全能吸血、抗性、移速		26.16
卑尔维斯	双发快射暴击流大卑	双发快射、连拨击锤、升级：无尽之刃、灵魂虹吸、秘术冲拳	育恩塔尔荒野箭、凡性的提醒、无尽之刃、死亡之舞、海妖杀手、无穷饥渴	暂无		26.16
布隆	坦克流	坦克引擎、钢化你心、飞身踢、歌利亚巨人、尖端发明家、重量级打击手、吞噬灵魂、星界躯体	心之钢、无终恨意、凛冬之临、振奋盔甲、狂徒铠甲、千变者贾修、败魔、璀璨回响	锻体：抗性、生命值、CD、治疗强度、移速		26.16
烬	基本功	回归基本功、巨人杀手、升级：无尽之刃、缩小引擎	收集者、无尽之刃、多米尼克领主的致意、轻灵之靴、疾射火炮、饮血剑	锻体：物穿、攻击力、移速、全能吸血		26.16
烬	亮剑	亮出你的剑、升级：无尽之刃、巨人杀手、更万用的瞄准镜、暴击飞弹	收集者、无尽之刃、多米尼克领主的致意、轻灵之靴、死亡之舞、海克斯镜片 C44	锻体：物穿、攻击力、全能吸血、移速		26.16
烬	万剑最强体	暴击飞弹、易损、连拨击锤、关键暴击、升级：无尽之刃	命定灰烬、破败王者之刃、斯塔缇克电刃、卢安娜的飓风、界弓、鬼索的狂暴之刃	暂无		26.16
烬	CD流烟	升级：无尽之刃、无限循环往复、升级：收集者、魔法转物理、易损、灵巧	收集者、多米尼克领主的致意、无尽之刃、无穷饥渴、公理圆弧、巨蛇之牙	暂无		26.16
烬	两枪一个	升级：无尽之刃、易损、灵巧、连拨击锤、神射法师	公理圆弧、无尽之刃、多米尼克领主的致意、疾射火炮、破败王者之刃、暴食胫甲	暂无		26.16
烬	腐子快跑	踢踏舞、活力焕发、珠光护手	斯塔缇克电刃、疾射火炮、无穷饥渴、无尽之刃、多米尼克领主的致意、卢安娜的飓风	暂无		26.16
烬	伪帝	神射法师、物理转魔法、珠光护手、狂热者	斯塔缇克电刃、灭世者的死亡之帽、巫妖之祸、魔宗、大天使之杖、疾射火炮	暂无		26.16
千珏	暴击流	双刀流、升级：无尽之刃、升级：收集者、易损	育恩塔尔荒野箭、多米尼克领主的致意、无尽之刃、狂战士胫甲、饮血剑、破败王者之刃、卢安娜的飓风、收集者	锻体：攻击力、攻速、物穿、全能吸血、移速		26.16
千珏	无限飞弹流	易损、暴击飞弹、最万用的瞄准镜、双刀流	收集者、破败王者之刃、无尽之刃、多米尼克领主的致意、狂战士胫甲、饮血剑	暂无		26.16
泽丽	神射法师泽丽	神射法师、沃格勒特的巫师帽、狂热者	纳什之牙、海克斯科技枪刃、多米尼克领主的致意、巫妖之祸、卢安娜的飓风	锻体：法强、法穿、攻速、移速、全能吸血		26.16
泽丽	AP泽丽	终极刷新、杀戮时间到了、巨人杀手、珠光护手	影焰、风暴狂涌、灭世者的死亡之帽、虚空之杖、法师之靴、残疫	锻体：法穿、法强、CD、移速		26.16
泽丽	通用	巨人杀手、珠光护手	卢安娜的飓风、海克斯注力刚壁、凡性的提醒、破败王者之刃、收集者	暂无		26.16
金克丝	暴击飞弹万剑归宗流	暴击飞弹、易损、珠光护手、双生火焰、升级：无尽之刃	卢安娜的飓风、无尽之刃、暴食胫甲、界弓、破败王者之刃、命定灰烬、多米尼克领主的致意	锻体：攻速、移速、全能吸血、CD		26.16
金克丝	暴击流	升级：无尽之刃、升级：收集者、灵魂虹吸、暴击律动、亮出你的剑、面包和果酱	收集者、无尽之刃、多米尼克领主的致意、饮血剑、卢安娜的飓风、狂战士胫甲、海克斯镜片 C44、破败王者之刃	锻体：全能吸血、攻速、攻击力、物穿、移速		26.16
金克丝	法爆穿甲金克斯	珠光护手、亮出你的剑、面包和果酱、终极唤醒、暴击飞弹	收集者、公理圆弧、多米尼克领主的致意、无尽之刃、海克斯镜片 C44、电震涡流剑	锻体：CD、物穿、攻击力、移速		26.16
金克丝	万剑归宗	易损、暴击飞弹	多米尼克领主的致意、无尽之刃、铁板靴、兰德里的折磨、虚空之杖、星界驱驰	暂无		26.16
贝蕾亚	蛋白粉不死血魔流	蛋白粉奶昔、回归基本功、会心治疗	无终恨意、兰顿之兆、荆棘之甲、死亡之舞、千变者贾修、败魔	锻体：全能吸血、治疗强度、CD、攻击力、攻速、移速		26.16
贝蕾亚	暴击流贝蕾亚	升级：无尽之刃、会心治疗、升级：收集者、秘术冲拳	收集者、无尽之刃、多米尼克领主的致意、死亡之舞、破败王者之刃、狂战士胫甲	锻体：全能吸血、物穿、攻击力、攻速、移速、治疗强度		26.16
贝蕾亚	秘术冲拳贝蕾亚	秘术冲拳、罪恶快感	狂妄、无穷饥渴、焚天、朔极之矛、死亡之舞、明朗之靴	锻体：全能吸血、物穿、攻击力、攻速、移速、治疗强度		26.16
贝蕾亚	又狂又收！	升级：无尽之刃、罪恶快感、秘术冲拳	狂妄、收集者、死亡之舞、多米尼克领主的致意、无尽之刃、无穷饥渴	暂无		26.16
贝蕾亚	满爆战士	秘术冲拳、吸血习性、罪恶快感	狂妄、死亡之舞、纳沃利烁刃、无穷饥渴、无尽之刃、多米尼克领主的致意	暂无		26.16
贝蕾亚	千里追杀贝蕾亚	升级：收集者、罪恶快感、升级：无尽之刃、秘术冲拳	狂妄、收集者、无尽之刃、多米尼克领主的致意、死亡之舞、挺进破坏者	暂无		26.16
